-261.6375, -27.32202, 341.0613
-53.46289, -20.2231, 334.4824
-85.84198, -118.384, 308.0356
-274.1378, -151.7102, 390.4828
-164.3341, -231.0223, 551.8483
-108.9061, -256.0206, 603.2313
-81.28507, -182.4635, 659.5673
-39.72869, -130.6829, 713.6227
-234.0065, -28.47631, 509.8699
386.2012, 370.7934, 515.5279
402.1458, 331.8943, 594.6935
351.8977, 344.4161, 566.5237
283.5605, 339.9977, 576.3523
-312.5912, -296.2942, 412.6515
-358.8757, -271.4814, 360.0679
-332.1923, -183.2911, 468.2533
-357.9762, -209.9993, 535.6512
-302.8669, -223.3444, 563.6988
-254.8894, -241.4943, 599.2768
-369.124, -145.4128, 667.9946
-358.0829, -89.54398, 545.8995
41.32519, 359.8459, 613.8839
26.51206, 497.6334, 562.7203
140.5, 499.2402, 506.8423
-178.1621, 505.7399, 487.8398
-68.52403, 501.2862, 497.1692
65.02654, 493.5873, 510.656
165.8767, 485.9492, 530.8768
104.9393, 390.2928, 722.4081
206.1586, 407.1291, 692.7078
215.0428, 431.0037, 644.3333
-165.9904, 461.4096, 575.5228
